launch_service_provider,mission,name,net,pad,rocket,status
Soviet Space Program,Strela-3 7 to 12,Tsiklon-3 | Strela-3 7 to 12,10/09/1985 9:35 p.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Zenit-8 23,Soyuz U | Zenit-8 23,10/16/1985 9:25 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Soviet Space Program,GVM Tselina-2,Zenit-2 | GVM Tselina-2,10/22/1985 7 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Soviet Space Program,US-K 44,Molniya-M | US-K 44,10/22/1985 8:24 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,Molniya-1T 65,Molniya-M | Molniya-1T 65,10/23/1985 12:42 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Molniya-M,Launch Successful
Soviet Space Program,Parus 50,Kosmos-3M | Parus 50,10/23/1985 5:24 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Failure
Soviet Space Program,Meteor-3 1,Tsiklon-3 | Meteor-3 1,10/24/1985 2:30 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Yantar-4K2 18,Soyuz U | Yantar-4K2 18,10/25/1985 2:40 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Luch #1,Proton | Luch #1,10/25/1985 3:45 p.m.,"200/40 | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Soviet Space Program,Molniya-1T 66,Molniya-M | Molniya-1T 66,10/28/1985 5:24 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,US-K 45,Molniya-M | US-K 45,11/09/1985 8:25 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,Zenit-8 24,Soyuz U | Zenit-8 24,11/13/1985 12:25 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Raduga 17,Proton-K/DM | Raduga 17,11/15/1985 2:29 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-K/DM,Launch Successful
Soviet Space Program,Tselina-D 51,Tsiklon-3 | Tselina-D 51,11/22/1985 10:20 p.m.,"32/2 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Parus 51,Kosmos-3M | Parus 51,11/28/1985 1:12 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Zenit-8 25,Soyuz U | Zenit-8 25,12/03/1985 12:15 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Yantar-4K2 19,Soyuz U | Yantar-4K2 19,12/11/1985 2:40 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Tselina-D 52,Tsiklon-3 | Tselina-D 52,12/12/1985 3:51 p.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Resurs-F1 17F41 56L,Soyuz U | Resurs-F1 17F41 56L,12/13/1985 7:45 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Parus 52,Kosmos-3M | Parus 52,12/19/1985 8:46 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Molniya-3 40L,Molniya-M | Molniya-3 40L,12/24/1985 6:56 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,Uragan 12 & 13,Proton | Uragan 12 & 13,12/24/1985 9:43 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Soviet Space Program,Meteor-2 13,Tsiklon-3 | Meteor-2 13,12/26/1985 1:50 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
